correct,generate
A bald man in gray is holding out a stick whilst a black and brown dog jumps up to catch it.,the dog is jumping in the air to catch a small stick. [SEP]
Several Asian people are walking around a busy downtown shopping area.,an asian city with many people walking on the sidewalk. [SEP]
A muzzled greyhound dog wearing yellow and black is running on the track.,a dog wearing a racing helmet is running on the beach. [SEP]
Man with gray beard sitting on the sidewalk with bags on either side of him.,a man with a mustache sits on a bench near the street. [SEP]
A girl with a guitar and a guy with an umbrella sitting in front of a gate on the sidewalk.,two people sitting on the bench. [SEP]
A young man looks at a coffee marker on the shelf of a department store.,a young man is working at target for various items he is selling. [SEP]
The guy holding the red and white striped package is drinking from a plastic cup.,a crowded community marketplace where many people are talking and wearing some sort of shirt. [SEP]
A young boy in a white suit stands in front of a white car with large bunches of flowers tied to the roof and hood.,a indian man is wearing a outfit and carrying a flag inside a car. [SEP]
A woman and a few children in an alleyway in between a vehicle and a fence.,the people are waiting behind the vehicle. [SEP]
A man with glasses wearing a tuxedo and corsage stands near a man in a suit at a formal event.,"two men, one wearing a suit and tie, talking outside. [SEP]"
A woman in a blue t-shirt and jeans is sweeping concrete.,several people are walking by a small building. [SEP]
Woman wearing a gray hat peaking around a rock cliff hanging over an ocean short with rocks in the background.,a woman is laying on a rock in the ocean and a girl is standing next to her. [SEP]
A curly brown dog runs across the lawn carrying a toy in its mouth.,a curly brown dog tries to bite a toy. [SEP]
A skateboarder is riding his board along the boundary stone of a parking lot.,a man does tricks skateboarding off a ramp. [SEP]
A young African american boy with red pants standing in front of a house.,a child stands on a stage holding a stick in his hand. [SEP]
"The camera was tilted to the side to show this small room containing a number of different umbrellas in solid colors of red, blue, and black, most of them open and on the floor, while a woman stands behind them near the door to the room.",several people are taking pictures from a room filled with open umbrellas. [SEP]
A group of guys are standing on a stage playing several different instruments.,a band is playing at a fair. [SEP]
"A worker is wearing a orange jumpsuit stands near a blue hose, as he appears to be working on the job.",a man in an orange jumpsuit boarding some machinery. [SEP]
A bald man holds a fish in front of a lake while two blond young children stand near him while holding fishing poles.,a father and his daughter and daughter are fishing. [SEP]
A dog owner is running along side his pet while the pet avoids obstacles on a course.,a dog show stand on a dog swing while three people watch. [SEP]
A young male wearing a red bathing suit is doing a backflip off of a dock and into the water.,a girl in a bathing suit is diving into the water. [SEP]
An woman wearing a light-blue shirt adjusts her hair while sitting at a table.,a girl is doing work of art in a school band. [SEP]
"A woman sits at a primary colored children's table, playing with building blocks, as two girls in pink dresses, and a boy in a red shirt surround her.",several children are sitting in a room reading comic books. [SEP]
A dog is jumping over a series of colored gates.,dog jumps over hurdle with shirt number 66197. [SEP]
A man with brown hair and a green shirt is playing a trumpet.,a man is playing a trumpet while sitting in a car. [SEP]
A man wearing a green t-shirt sits with his legs on a ledge and talks on the phone.,a man wearing a cap and a green shirt is sitting on the work helmet while he is working on a work of art. [SEP]
A group of colorful children in a room with a green carpet on the maroon floors.,a group of children are sitting in a room talking. [SEP]
A black boy in orange and white trucks on playing in the sand.,a boy in the sand with no shirt [SEP]
Two dogs are fighting over a toy and another dog is chasing them.,a cowgirl and two cow children are sitting on a grassy field. [SEP]
A group of people sit near a large red brick building in the grass.,various people hanging around outside of a building. [SEP]
"The two dogs, one of which is leaping in the air, are chasing a ball outdoors.",a dog leaps of a dog jump. [SEP]
A smiling child wearing a white t-shirt with stripes and skull and crossbones is swinging.,a blond boy with blue shorts and a striped shirt is holding onto the swing. [SEP]
"An adult couple is talking with a younger girl, and they are all smiling.",the girl is holding two beers while two other people look at her. [SEP]
An Asian man is cooking several meat on a stick.,a man is cooking some food for a woman. [SEP]
A brown dog waits for the Frisbee to come down before catching it.,a dog catches a frisbee in the grass. [SEP]
A band performing on stage while the crowd observes with there hands in the air.,a band is playing a concert. [SEP]
A young boy standing in the sand next to a sculpture of a pyramid that made out of the sand.,a man is wearing shorts and a red shirt is walking up the sand dune towards a beach with his feet in the air. [SEP]
Three little children in a grassy yard running towards the camera.,"the children are playing outdoors, while a man smiles nearby. [SEP]"
"White man with a green shirt and denim pants with a hammer and chisel, creating some sort of artwork.",a man sits on a bench and carving a picture with his child and several other people in a room. [SEP]
A mountain biker makes his way up a grassy path on his red bicycle.,a mountain biker rides down a hill on a red bicycle. [SEP]
A dark-haired boy carrying a small hoe leaps across a narrow ditch while wearing rain boots.,a young boy playing on the dirt. [SEP]
Woman in orange jacket is sitting crossed legged on a bench while woman in blue is leaning against the glass.,a group of people are sitting on a small metal bench. [SEP]
The man is standing on the white wall in front of the building.,a man is standing on the ledge and taking a picture of another man. [SEP]
A practicing martial artist is photographed in mid leap slicing through bamboo with his sword.,a man dressed in all white is dancing and playing a game outside. [SEP]
An older woman in a red blouse standing in front of her wares.,a woman sells food on the sidewalk. [SEP]
Sports team on a field wearing yellow jerseys with a goal net to the right.,a soccer game is taking place. [SEP]
A child wearing a blue shirt is jumping in the air.,a blond boy is holding up some blue hands as he is jumping over a bar. [SEP]
A person in a yellow top and green shorts stands in a field by a soccer goal.,a young boy is standing on a soccer field waiting to kick the ball. [SEP]
A group of young people take shots in a Mexican setting.,a group of people are sitting at a bar talking and drinking. [SEP]
The boy in the yellow shirt is riding a skateboard along a red bar.,a young man skateboarding in the dark. [SEP]
A little boy jumps off of a bunk bed onto another bed.,the boy is falling off the bed. [SEP]
"Two odd statue like costumes are being worn in a street, they are surrounded by others at what appears to be a festival.",a person is passing by a statue. [SEP]
Man running wearing a blue shirt with a number taped to it.,a man is running down a street wearing a number shirt and red shorts. [SEP]
While working a woman makes a peace sign and smiles so big it makes her eyes close.,a chinese woman sitting at a desk is working with machinery. [SEP]
"A man jogging with his two thumbs up in the air, while making a funny face.",a man wearing a jacket and shorts is running down a street. [SEP]
The man on the yellow basketball team tries to score while the men on the opposing team try to block his shot.,basketball players jumping up for the ball during a game. [SEP]
A football player wearing an orange uniform smiling and holding the football.,a football player in in an orange shirt is holding a football. [SEP]
Two skateboarders wearing their helmets riding down a street.,a person is snowboarding down a ramp and another person is walking behind him. [SEP]
"A football game is going on, with player on the field, squatting on the sidelines and standing, watching the game.",a man is being among his team during a football game. [SEP]
"A little girl with a brown shirt, blue jeans, and brown hair is playing outside with her pink scooter in a yard with lots of trees.",a girl running across the grass with trees in the background. [SEP]
Group of asian children dressed in white shirts and hats performing with a crowd looking on.,asian man in white hat and jacket and blue shirt performing martial arts in front of a crowd. [SEP]
Two people are looking at a child as one of them is pushing a wheelchair on the sidewalk.,a people are walking on a sidewalk and a man is standing on the other side of the ramp. [SEP]
A black dog with a blue tag running on a beach,a brown dog is running on sand. [SEP]
"Two men in the US Army are in uniform and talking with another woman, who is wearing a black sweater with a purse inside of what looks like a conference room.",the military woman is conversing with the man. [SEP]
"The Dali Lama during a reception where participants have brought carnations, parasols and prayer flags.",a man in monks robes looking down at a buddhist temple. [SEP]
A man walks over a small sign carrying his bicycle.,a man is doing a bicycle trick and is airborne during a bike race. [SEP]
A man in a red hat and a woman in black sitting in plastic chairs on grass.,two people are posing for a picture with the cameraman and the two women. [SEP]
"A boy and girl ride in the front of a small train labeled ""Mississippi Train"".",a young girl sits in the car at a playground park. [SEP]
A man in a blue wetsuit rides a wave on a white surfboard.,a surfer in a blue uniform is doing a trick over his head. [SEP]
A little boy in the air above another boy on the ground where a soccer ball lies at his feet with the soccer net behind them.,two boys play a game outside. [SEP]
A man in a white sports uniform tries to fend off another player in a black and yellow uniform while the ball floats in midair.,a soccer game and there is a man playing the ball. [SEP]
An older man in a cane holding an umbrella while walking through an outdoor market.,a man is walking down a crowded street. [SEP]
The little boy jumps through the beaded curtain and onto the bed.,a little boy in a tan outfit plays behind the covers of a room filled with chairs. [SEP]
A child in a orange shirt is pouring Legos out of a plastic bag.,a young boy wearing orange is playing with a yellow plastic binocular toy. [SEP]
A woman is holding her child while a man is reading something from a piece of paper and taking something from a bowl that a younger girl is holding in a park with a small lake in the background.,people are gathered around a tree in the background. [SEP]
Two men and a woman pose with signs for Obama and Chris Gregoire.,"a man and a woman pose for a picture with a political sign saying, "" gourmeted beer. "" [SEP]"
An officer stands next to a car on a city street.,a city worker in some sort of event is waiting on two streets and traffic to come by. [SEP]
A couple of men in hats posing for a picture by a gas station.,the two guys are posing for a picture at night. [SEP]
A boy in a stripy shirt is playing with a soccer ball in a grassy park in front of some bushes.,a man throws another man to the ground and throws a ball. [SEP]
Person in red-checked jacket with fur collar and dark stocking cap with head bowed.,a child is using a knitted cap to knit a hat. [SEP]
A red-haired man with dreadlocks is sitting playing and acoustic guitar.,a man with glasses is playing guitar in a dark room. [SEP]
A man in sunglasses is eating and holding a baby wearing a white bucket hat.,the man in the restaurant is eating his food. [SEP]
A little boy with a black jacket and black jeans on is holding up a blue brochure for the camera.,a group of people plays a game in a dark room. [SEP]
A woman in a white shirt and hat speaks to a large crowd of men and women using a megaphone.,a man wearing a hat is standing over another man who is sitting on the roof of a plane. [SEP]
"A group of costumed adults, including a devil and a sorcerer, look on as a man dressed as a sea captain speaks into a microphone while standing next to a man in a brown suit who is holding a large fruit basket.",many people dressed in costumes are talking. [SEP]
This is a large group of young people at a party.,this people is dancing and playing music in a crowd. [SEP]
Two girls are walking by a car wash that has two cars and two men outside it.,a young girl walks by a parking lot. [SEP]
"A man in a t-shirt is standing with his hands on some type of instrument with a lot of buttons on it, with fake fog in the background.",a man speaks to a dj as he prepares his equipment in a dark room. [SEP]
A lone surfer surfing a large collapsing wave in the ocean.,a surfer blazes on a roaring wave. [SEP]
"A male soldier in green military fatigues, inspecting an old, metal weapon, placed on a bed of grass.",the soldiers are working to fix the motorbike. [SEP]
"The groom has just kiss the bride after they were pronounced man and wife, as she worn her white wedding gown carrying her white and pink bouquet, and as he worn his black tuxedo and white shirt.",a man and a woman are getting married outside. [SEP]
"A young man with a red handkerchief over his face is the main focus, while people wearing protective security armor are in the background.",this person is wearing a silver hat and a red bandanna over their heads. [SEP]
A black and white dog jumping over a steeple vault at a competition,a collie jumps over bars at an agility test course. [SEP]
"A woman in white in front of a window, while reading a book on the couch.",the blond girl is reading a book. [SEP]
"A group of young adults are leaning against a metal fence in a dark place, possibly a concert.",a child is standing on a stage with his arms in the air and there is a crowd behind him. [SEP]
A man in jeans and a white shirt is standing near a rock formation with his back to the camera.,a man is doing a down a rock. [SEP]
"A young man in a gray tee-shirt and gray sweatpants stands by a metal tiered shelf in an industrial kitchen, holding the top edge of the metal structure, with one leg resting on the knee of the other leg.",a young man wearing a gray t - shirt and dark pants cleaning up a sneeze board at a restaurant. [SEP]
"Two guys, one with short black hair and the other one with long blond-hair, are playing the drums.",a street musician playing the drums with a woman in the background. [SEP]
"Three people are in a field picking something, and one of them has a big hat with a red bow.",two people are working in a field full of tall dry brush. [SEP]
A woman holding a red cup with a straw in it sits in front of a man and a woman looking at a book.,the guy holding the newspaper is getting his picture taken. [SEP]
You can see the bottom halves of three boys standing on a sidewalk with silly string sprayed everywhere,three boys play with a gun and a cigarette. [SEP]
A man with a smile on his face put the chicken on the basin full of chicken,"a man in a restaurant kitchen, dressed in white with a white apron and a straw hat, is preparing to taste some concoction that is simmering in a large steel pot. [SEP]"
A group of people at a protest to stop the building of the Kingsworth coal power plant.,people are outside of a building holding up a sign. [SEP]
A bike rider is airborne with a daytime sky in the background.,a doing a high in the air on his bike [SEP]
"A little girl barefoot, wearing a white shirt and brown skirt runs along the sandy shoreline.",a young girl plays in the sand. [SEP]
A white duck is spreading its wings while sitting on the water.,a swan with its wings spread [SEP]
"A man dressed in black shorts, a black t-shirt, and a backwards black baseball cap is talking to a man wearing a striped shirt and shorts while standing behind a truck.",several people stand around a table in a warehouse. [SEP]
Asian looking lady holding a baby while sitting and looking at it.,a child is playing with some sort of circular piece of fabric. [SEP]
An ice hockey goalkeeper wearing yellow is defending the goal.,a hockey goalie stands in front of the net at the ready. [SEP]
"An African-American male wearing black shoes carrying a black bag walks along a yellow wall with the words ""E.S.E. Electronics"" painted on it.",a young woman is walking by a building with orange painted letters on it. [SEP]
Three boys wearing green shirts and tan pants pose at the top of a slide.,the man in the green shirt is sitting on the other side of the table. [SEP]
"Circus performer gesturing upward while hold a dog between his legs, with a man and two goats in the background.",a man is dancing around a dog on a stage. [SEP]
The white dog is running in the shallow water.,a dog playing in water with a toy. [SEP]
Several people in yellow and black uniforms are lined up carrying drums.,a group of drum players wearing black pants and little girls wearing a green and yellow dress with blue stripes are walking together holding their instruments while standing in front of a crowd. [SEP]
The girl in the light pink shirt is playing a game with the other children.,a group of people are laughing and playing a game. [SEP]
Five woman gathered to play woodwind and string instruments in someone's living room.,a group of people playing instruments and singing. [SEP]
A little girl in a purple plaid dress lays on the floor and cries with her toy beside her.,a young girl in a dress is laughing as she sits inside a room. [SEP]
A gray headed guy standing in his bathroom shaving his face and neck.,a man with short hair shaving his face. [SEP]
"Two large black dogs, one small black dog, and one large white dog are standing in some snow.",several dogs are playing together on snow. [SEP]
A basketball player leaps with the ball while opponents try to block him.,two men are playing basketball and one is trying to block the others shot. [SEP]
The lone man in red sits outside of his blue door and windowed house contemplating about his thought.,a woman sits on the porch of her house next to the ocean. [SEP]
Children playing with balloons and sitting atop a man dressed in a banana costume.,a group of children sitting on a wooden deck near a building holding a long thin yellow flag. [SEP]
A gray and white dog jumping over standing water in the sand.,a gray dog runs across the water at a beach. [SEP]
"On a rainy day, near a river, many people are standing with umbrellas and raincoats near a fountain that features a central stone statue while others stand in line.",this is a crowd gathers outside a plaza to watch the down a fountain. [SEP]
"Several older men, some in traditional headdress convene on a street corner.","a man smoking a cigarette plays a guitar as several people walk by, both in the background. [SEP]"
"A black, white and brown dog waking in the snow with a red toy in its mouth near an icey tree.","a sheltie runs through the snow with his tongue out, mouth open. [SEP]"
Player in blue and white uniform and player in gold and black uniform going after soccer ball.,two men from opposing teams with dirty uniforms in a game of soccer. [SEP]
A woman is at the beginning stage of knitting something amazing in a room filled with other knitters.,a woman is writing something and standing at another woman's table. [SEP]
"With the daintiest of feet, the slightest little oriental girls float across the stage perched upon square ballet toes.",performers in tan outfits are dancing with their arms around them. [SEP]
A man dressed mainly in black is holding a huge triangular guitar-like instrument with a musical stand in front of him.,a man is holding a guitar while standing outside. [SEP]
A girl wearing black athletic clothing with the number 1102 on her jersey runs across some grass.,two young men are playing wiffle ball outside. [SEP]
Person in a racing ski outfit and a helmet is skiing while in a squat position.,a child is skiing through the snowy ground. [SEP]
A little girl in a pink shirt is putting a puzzle together with her grandfather.,a man reading a book to his son. [SEP]
"One young boy in a yellow long-sleeved shirt and jeans sitting down, with five adults in front of him, one operating a video camera.",the group of people are taking photos. [SEP]
A person on a bicycle rides down the city sidewalk at night.,a person is riding a bicycle down the street at night. [SEP]
"A man wearing a white cowboy hat, blue shirt, and black vest, is riding a black bull at a rodeo stadium.",a man is being thrown off a bull during a rodeo. [SEP]
A boy wearing jeans leaps in the air and shows his shadow below.,a young man jumps through the air to hit a tennis ball. [SEP]
Two children climb an indoor rock walk as two other children are on belay.,a group of people are climbing and outdoor artificial climbing wall. [SEP]
"Several men, one in a dark sweater and glasses and another in a white sweatshirt, are walking through the center of a college campus.",several people are standing around a skate park. [SEP]
The girl with the red belt is kicking a pad that the person in black is holding.,a girl kicks her martial arts barefoot as she dances. [SEP]
"One man in the hole of a tire in water, and another man getting up from the water next to him.",the man in red is swimming the other boy. [SEP]
People are dancing on a checkered platform while people are watching,a man doing a checkered hoodie on a street corner is doing a split in the air. [SEP]
A professionally dressed woman standing at a podium debating or discussing something of importance.,a woman speaking at the podium. [SEP]
"A drunken woman in a blue dress, black tights, and black leather pumps, laying on a couch, smoking a cigarette, laughing.",girl is laying on a chair and smoking a cigarette. [SEP]
"A woman in a pick shirt is holding a shovel near a woman in brown sweeping, while a third woman sits on a stoop.",a woman in a third world country using a saw to cut through a steel bar. [SEP]
Doe jumps over wood and wire fence,the deer leaps over the fence and grass. [SEP]
Three dogs playing together in a grassy field with trees in the background,the dog is in the air above the other dog. [SEP]
A toddler boy in a sailor suit and a little girl run in the sand.,the two young children are running through sand. [SEP]
A little boy in a blue coat is playing next to some ducks in a park.,a boy plays with a ducks. [SEP]
Four dog owners stand with their three prize winning dogs.,four people and several dogs stand in a field. [SEP]
There is a bunch of tourists standing around on the grass and looking at some old ruins.,tourists observe a geographic landmark through viewfinders. [SEP]
"An Asian girl makes a surprised face while wearing a shirt that says ""Radio""",a young female wearing a red shirt is holding her hand up with her face behind her. [SEP]
"Women of African origin are colecting water at common water tap, near wire fence.",two women are taking an outside cooking cooking near a small gate. [SEP]
A man is standing in front of a brick storefront wearing a black jacket.,a man in a black coat stands outside of a store while holding a microphone. [SEP]
Four birds are chasing another bird which has a piece of food in its mouth,a group of birds flying through the air. [SEP]
"Two men, wearing gray outfits, are riding on a trailer that is being pulled by two horses, one horse is dark brown and the other is white and gray.",a man is pulling a cart full of bags on a dirt road in a poor country. [SEP]
One person stands and another sits on the summit of a mountain.,there is a person standing a mountain that has some interesting shapes. [SEP]
"A girl making a snow angel, wearing a black hat and glasses.",a woman enjoying herself as she makes a snow angel. [SEP]
Three guys smiling for camera and showing off their muscles.,two men in a restaurant kitchen are dressed in gray shirts and blue jeans. [SEP]
"A man, wearing black jeans and a gray shirt, stands in the front of a classroom writing on a chalkboard.",a man is standing in front of a small blackboard. [SEP]
A man in a black shirt next to a laptop and in front of a screen is looking off to the side.,a man is speaking a presentation while others watch a slide show. [SEP]
A group of traveling people relaxing on top of a hill overlooking a range.,a group of people are sitting on a grassy hill overlooking a town. [SEP]
A boy is airborne on his skateboard above a set of rails in an industrial setting.,a man in a green jacket is jumping over a chair. [SEP]
The tennis player in the orange shirt is airborne whilst swinging his racquet.,a man in an orange shirt and white shorts is playing tennis. [SEP]
A brown and white dog with a pink collar is barking at a brown dog with a blue collar in the snow.,two dogs fighting over a toy in the snow. [SEP]
A young boy is quite excited in the throes of a ballgame.,a young boy holds a stick in his hand as he runs through a run with large rocks and trees. [SEP]
A worker in an orange work suit is kneeling down inspecting a piece of machinery.,dark image of a man playing drums and singing [SEP]
Seven men wearing cowboy hats are near the fence of a rodeo field while one contestant is in the process of roping an animal.,several men at a rodeo watching a calf being thrown from a bucking horse. [SEP]
"Two dogs walk in the snow, the larger dog has a fish in his mouth.",a gray dog beside a brown dog in the snow. [SEP]
Lady with short brown hair and a red and white striped shirt with a name tag taking a sip from a cup.,a woman in red and white striped shirt is putting her hands in a bowl. [SEP]
A white dog carries a yellow toy while another dog follows.,a white dog in mid - leap is carrying a object in its mouth. [SEP]
A man is guiding the hockey puck across the ice while an opposing player races towards it.,a hockey player in a white jersey shoves a player in a black jersey on the ice rink with a partial verizon logo and spectators in the background. [SEP]
A man with a white shirt with his mouth open wide and turning buttons.,a man speaks to a dj as he prepares his equipment. [SEP]
A brown dog is looking at a black horse that is sticking its head through a fence.,a dog has his front paws off the ground and another dog has his back in a horse behind a fence. [SEP]
"An apparently homeless black man with mismatched shoes, two pairs of pants, and a heavy jacket tries to warm his hands while sitting on a door step.",a man sitting on the steps in front of a large purple door. [SEP]
A smiling woman in a brown shirt leans on a man in a sweater.,the two women and the man are posing for a picture. [SEP]
"A child leans over a display made up of blue and yellow plastic, while an adult looks on.",a woman is writing in chalk on a small box inside a room filled with water. [SEP]
A black and white dog is playing with an orange ball in the snow.,a collie running through the snow. [SEP]
A young girl standing next to a yellow cat on a kitchen countertop.,a little girl and a cat are fighting on a chair. [SEP]
"The boy is wearing a blue shirt, and the girl is wearing black clothes.",two children are hanging upside down on the bar. [SEP]
A man holding a tennis racket is looking in the distance with his hand over his mouth.,a man in a gray and white striped shirt is playing tennis. [SEP]
The boy wearing red shorts is jumping into the river as other children swim.,a man is diving through water while a man is standing on his shoulders and watching a performance. [SEP]
A child wearing a red coat and cap is holding a large chunk of snow.,a boy preparing to throw a snowball [SEP]
Turbaned man and two police officers stand in front of a white canopy and a pile of garbage bags,several people in full uniform dress are all wearing helmets and under a tent. [SEP]
"Two men, one in a green jacket and one in a red jacket, are trying to build a fire in the woods.",two men are standing on a hillside in the woods while one takes a picture. [SEP]
Two older men are having a discussion outdoors in an area with stone walls and floor.,two men are sitting in a stone - tiled courtyard. [SEP]
A girl wearing glasses hold a girl the same age wearing a red sweatshirt and yellow galoshes.,a woman has her arm around a small girl and they are sitting on the stairs. [SEP]
A dog is up on its backlegs trying OT catch a ball above its head.,a dog jumps over a fence. [SEP]
A couple embrace and kiss on the sidewalk in front of a parked limo as a pedestrian walks by them.,two women are walking in front of a car on a busy street. [SEP]
A female volleyball player wearing a bikini jumps and spikes the ball.,a woman in a bathing suit is being tossed up on a volleyball court. [SEP]
Two dogs are playing together with their mouths open.,two dogs trying to bite each other. [SEP]
The brown dog is jumping a hurdle over a yellow and black pole.,a brown dog is jumping over a hurdle. [SEP]
A man wearing a striped shirt is smoking a cigarette on the street,a indian man is standing beside a bicycle. [SEP]
A very young child is sitting behind an even younger child with her hands around him.,a boy and a girl sit on a trampoline and look to the side. [SEP]
"Man falling off of a bucking bull, at a rodeo, in front of spectators.",a cowboy riding a bucking bull. [SEP]
A group of kids with an adult in the background coaching them while they are pulling on a green rope.,children play the game game. [SEP]
There is a person in a green shirt riding a bike at an extreme angle in a rural area.,a biker is riding along a track element located with a wooded area. [SEP]
An Indian boy looks at a black cow whilst a woman in a blue and green sari looks away.,a man is sitting on a set of step leading a cow in a village. [SEP]
A man is helping a little boy learn how to ride a bicycle.,a man fixing a boy's bicycle. [SEP]
A small boy in a red shirt and black shorts pushing a broom outside a house on the driveway next to a toy basketball hoop.,a child is using a broom to clean a brick walkway. [SEP]
Woman in a white and gold shirt holding a baby and with three children and a man in a jacket.,children and adults walk through the dirt of a village. [SEP]
A man in a black hooded jacket stands next to a tree and plays a wind instrument.,a woman selling her wears a jacket and jeans. [SEP]
A shot haired woman in a white shirt giving a long-haired woman in a red shirt a manicure.,two women sitting at a table in a restaurant. [SEP]
A brown dog with white paws is trotting through a field of green grass.,the pitbull returns the chewed up soccer ball. [SEP]
The number ten player on the white softball team gets tagged at base by a girl on the other team.,a woman is attempting to hit another woman during a baseball game. [SEP]
"A young woman with dark hair and a slight smile receives a check on behalf of Kids' Food Basket for $ 37,000.",a woman is taking a picture of a check. [SEP]
"The two dogs, one with a tennis ball in its mouth, are running through tall grass.",two dogs playing in a field. [SEP]
"A man and a woman holding two young boys are sitting on a park bench, posing for a photograph.",the two women and the boy are sitting on the bench. [SEP]
The woman is blowing the pods off a flower in a green field.,a woman is blowing the seeds from a dandelion. [SEP]
"At an outdoor market, a small group of people stoop to buy potatoes from a street vendor, who has his goods laid out on the ground.",several people are gathered around a floor in a market. [SEP]
A group of people sit in a circle outside around a man playing a white accordion.,a man is playing the accordion while two people sit and watch. [SEP]
A man has his face in his hand and is sitting on a bench.,a man asleep on a chair next to a fence. [SEP]
An old man on a subway wearing heavy layered clothing is reading a newspaper.,a man on the subway is reading the newspaper. [SEP]
A man with a blue shirt and gray apron cuts fish at an outdoor market.,the asian woman is working at a street food market. [SEP]
A man wearing red and black is balancing himself on the back wheels of a bicycle that is pointing up.,a man is doing a trick on his bicycle with other people in the background. [SEP]
A man in a white dress shirt and khaki pants is using an object to construct a sand sculpture.,a man with a hat is sitting on a sandy beach playing a guitar and a woman wearing a white pants playing a keyboard. [SEP]
Men and women sitting and walking around picnic tables and having food.,some people are eating at an outdoor event. [SEP]
"Two women, one wearing a purple shirt and the other a green shirt, are climbing their way up an electrical pole with safety equipment with onlookers.",a woman is working on a wooden crosswalk. [SEP]
A cowboy is viciously thrown about as he attempts to hold on to a horse he is riding in a rodeo competition.,a child is trying to keep from falling off of a horse at a rodeo. [SEP]
A light brown dog jumps through a ring of fire while two people watch.,a dog is jumping through a fiery obstacle. [SEP]
"A woman wearing a pink shirt and a name tag which reads ""Amanda"" applies lipstick to her upper lip, her mouth moderately open.",a woman with long dark hair is sitting on the floor and putting her hands over her mouth. [SEP]
A man working on a little girl's purple tricycle.,a young girl is sitting on a man's back and playing with a bicycle. [SEP]
"Two women in fluffy skirts dancing to music played by men, asking for money, while others pass them by.",a group of people hanging out and walking down a railingd towards a red car. [SEP]
A German Shepherd is running with a stick in its mouth.,a dog holds a stick in its mouth as it comes out of the water. [SEP]
The woman's face falls into silhouette as she stands in front of the sun.,a girl stands with her head tilted back as the sun sets. [SEP]
"During a concert, a man is standing on a stage looking down at the crowd.",a band is playing on stage. [SEP]
Three women in bright colors and headdresses are holding love message cards.,a group of people walk through colorful costumes holding small signs. [SEP]
A brown dog with a brown collar digging in the sand,a blond dog is digging a deep hole in the ground and its tail is up in the air. [SEP]
Young boy in a white striped shirt and headband holding a tennis racket.,a small boy is holding a tennis racket as he stands over a tennis court. [SEP]
A black and tan dog is running with a white and gray dog along dirt.,a dog walks toward a group of trees. [SEP]
A little girl jumping into the stream of water on a hot day.,"a man in sunglasses, jeans, and a multicolored shirt jumps up and down to catch a cloth frisbee. [SEP]"
Three young sumo wrestler students stand at attention at an award ceremony in front of a man at the microphone.,"two men, one bare - chested while another wears a blue shirt, are standing under a tent and having a conversation. [SEP]"
A hiker is squatting on the ground looking at a tree stump while his companion stands nearby holding a walking stick.,a man wearing a plaid short - sleeve shirt and light brown pants is outside cooking some food. [SEP]
A group of young men in sports uniforms from two opposing teams are in vigorous play on a grassy field.,two men are playing rugby in a field with other players in the background. [SEP]
A woman in a blue shirt is walking across the street of an older looking district.,a pub that serves corona extra. [SEP]
A man in midair with his back touching that of another man hunched over,a man in a white t - shirt and baseball cap does a flip in midair above a grassy lawn area outside a building. [SEP]
"White dog on mountainside turns to face something offstage, sky in background.",a white dog is standing on a mountain that is very high. [SEP]
A kid in a blue shirt and blue shoes attempts a trick on a skateboard above the lip of a bowl.,a young lady takes a big jump while doing a trick on her skateboard. [SEP]
"A long-haired, male musician is playing on a piano.",a man with long hair is playing a guitar and singing into a microphone. [SEP]
"The winners 1st, 2nd, and 3rd of a event posing for a picture each holding flowers.","two people, one wearing a helmet and the other wearing a blue, stand on the stage holding up a race trophy. [SEP]"
Two bald ladies in red dresses and matching jewelry laugh.,the people are dressed in red and posing for a photo. [SEP]
A boy toddler play outside on a clothes rack full of tied dye shirts.,little boy fixing something in his backyard. [SEP]
A young girl in a baby pink outfit poses for the camera while holding onto a jungle gym in a playground.,a girl hangs over the seat of a playground swing. [SEP]
A motorcyclist dressed in green with a green motorcycle is jumping over a row of green motorcycles,the people are standing around the ramp and doing a trick on the bike. [SEP]
A woman is playing with two children on a seesaw in a playground.,a play area with various kids playing and playing on a playground. [SEP]
Four people are playing football by a body of water in partly cloudy weather.,several people are playing soccer near the water. [SEP]
"Two teenage girls hugging, one wearing a bicycle helmet, with cyclists in the background.",a girl on a bike is hugging a friend. [SEP]
"Two large dogs, one light colored and one dark, running through snowy terrain.",a group of dogs play climbing past a rock. [SEP]
A woman holds her little white dog and points to a big brown dog at the bottom of the hill.,a woman wearing a tank top and shorts is taking a picture of a dog on the grass. [SEP]
"Standing outside in front of a red van, a man in a hat picks up a framed painting from a table full of such paintings and other art.","people are looking at hats, blankets, pots and other toys at some sort of flea market. [SEP]"
Two people sit at a table outside against a wall and make faces.,a man and woman sitting on the sidewalk of a small cafe. [SEP]
Two smiling men dressed in provocative leather outfits walk in a parade.,a man wearing a black shirt is dancing with a street performer. [SEP]
A small child is laughing and playing while lying on her back on a gray rug.,a little girl that is sitting on the floor and crying. [SEP]
A woman in a black shirt is holding the hand of a gentleman in a suit and striped tie and laying her head on his shoulder while smiling.,a man wearing a white shirt is standing next to a woman wearing a gray dress. [SEP]
Two woman are mud wrestling in a kiddie pool.,two people are playing in a large bathtub. [SEP]
Man walking away from building with large tunnel-like entrance holding a drink and a man going into the entrance.,a man wearing a white shirt is walking past a woman sitting in front of a table with a view of a bridge and cars. [SEP]
