correct,generate
A car's break lights glow as it waits at a red-light at an intersection.,a streetlight is seen through the space between two parked cars. [SEP]
"A street scene with cars, street signs, and many high wires.",a streetlight is seen through the space between two parked cars. [SEP]
A white toilet and a sink in a room.,a bathroom stall has a toilet paper hanging from the wall. [SEP]
White bathroom area with a blue and white shower curtain. ,a bathroom stall has a toilet paper hanging from the wall. [SEP]
Small bathroom area with a blue and white shower curtain hanging. ,a bathroom stall has a toilet paper hanging from the wall. [SEP]
A bath tub shower sitting next to a toilet.,a bathroom stall has a toilet paper hanging from the wall. [SEP]
A toilet with a sink and the door opened,a bathroom stall has a toilet paper hanging from the wall. [SEP]
a small white bathroom with a curtain for the shower,a bathroom stall has a toilet paper hanging from the wall. [SEP]
A bathroom sink shapped like a glass bowl.,a man is in the bathroom on the phone [SEP]
A man that is standing with a mug in front of a mirror.,a man is in the bathroom on the phone [SEP]
a man  taking a picture of himself in a bathroom mirror,a man is in the bathroom on the phone [SEP]
A man standing in a bathroom taking a picture of his self in the mirror with his cell phone,a man is in the bathroom on the phone [SEP]
a man taking a selfie in a little bathroom mirror ,a man is in the bathroom on the phone [SEP]
"A door opens to a bare, white bathroom. ",a bathroom stall with the toilet painted like a cow. [SEP]
A varying palette of neutrals in a bathroom awaits the softening of the cabinetry.,a bathroom stall with the toilet painted like a cow. [SEP]
"A bathroom with a tile floor, bathtub and shower and no shower curtain.",a bathroom stall with the toilet painted like a cow. [SEP]
A bathroom is shown with a shower and a toilet.,a bathroom stall with the toilet painted like a cow. [SEP]
A beige and white three piece bathroom with no shower curtain.,a bathroom stall with the toilet painted like a cow. [SEP]
A row of parked cars sitting next to parking meters.,a street sign is hanging on a pole [SEP]
A row of cars parked on a street with parking meters.,a street sign is hanging on a pole [SEP]
A series of parking meters and cars are located next to each other. ,a street sign is hanging on a pole [SEP]
A parking meter on a street by a car with traffic.,a street sign is hanging on a pole [SEP]
A parking meter on a street with cars,a street sign is hanging on a pole [SEP]
"An elegant bathroom features a tub, sink, mirror, and decorations. ",a room with a toilet and a bath tub sink and a mirror [SEP]
An old fashion above ground tub is shown with gold feet.,a room with a toilet and a bath tub sink and a mirror [SEP]
"A lovely, vintage-styled bathroom with a great claw-footed tub. ",a room with a toilet and a bath tub sink and a mirror [SEP]
Bathroom with a pedestal sink and claw foot bathtub,a room with a toilet and a bath tub sink and a mirror [SEP]
A claw foot tub is in a large bathroom near a pedestal sink.,a room with a toilet and a bath tub sink and a mirror [SEP]
A clean bathroom is seen in this image.,a very small bathroom with a wooden toilet and a window. [SEP]
A bathroom with a white toilet and large shelf full of stuff.,a very small bathroom with a wooden toilet and a window. [SEP]
"some shelves filled with a bunch of different items in the bathroom
",a very small bathroom with a wooden toilet and a window. [SEP]
A shelving unit is between a toilet and a bathroom sink. ,a very small bathroom with a wooden toilet and a window. [SEP]
"A shelf with hygiene products in a bathroom.
",a very small bathroom with a wooden toilet and a window. [SEP]
A bathroom sink sitting under a large mirror.,a white sink sitting next to a toilet in a room. [SEP]
A bathroom with a vanity cabinet on the wrong wall,a white sink sitting next to a toilet in a room. [SEP]
A small beige bathroom with an additional medicine cabinet.,a white sink sitting next to a toilet in a room. [SEP]
A bathroom sink with a mirror and medicine cabinet.,a white sink sitting next to a toilet in a room. [SEP]
THERE IS A BATHROOM WITH A SINK AND A MIRROR,a white sink sitting next to a toilet in a room. [SEP]
A white urinal mounted to a bathroom wall.,"a photograph of a bathroom toilet, sink and mirror. [SEP]"
A pair of kitchen tongs on top of a urinal.,"a photograph of a bathroom toilet, sink and mirror. [SEP]"
Bathroom urinal with kitchen tongs on top behind plumbing.,"a photograph of a bathroom toilet, sink and mirror. [SEP]"
A urinal in a bathroom with tongs on top of it.,"a photograph of a bathroom toilet, sink and mirror. [SEP]"
a metal thing is sitting on top of a urinal,"a photograph of a bathroom toilet, sink and mirror. [SEP]"
A glazed donut hanging from a metal rod.,a donut sliced into two pieces of car [SEP]
A tasty looking treat hanging on a car antenna.,a donut sliced into two pieces of car [SEP]
A donut on the antenna of a car.,a donut sliced into two pieces of car [SEP]
A donut put around an antenna on a car ,a donut sliced into two pieces of car [SEP]
There is a donut sitting on the car.,a donut sliced into two pieces of car [SEP]
An orange striped tabby cat laying on top of a red vehicle's wheel.,a cat playfully lounging under a big red truck. [SEP]
a cat with a big fluffy tail sitting on top of a car tire ,a cat playfully lounging under a big red truck. [SEP]
A cat sitting on a wheel of a vehicle.,a cat playfully lounging under a big red truck. [SEP]
A cat hiding in a fender well of a car. ,a cat playfully lounging under a big red truck. [SEP]
An orange cat hiding on the wheel of a red car.,a cat playfully lounging under a big red truck. [SEP]
A large jetliner flying over a traffic filled street.,a view of an airplane flying low over a parking lot. [SEP]
An airplane flies low in the sky over a city street. ,a view of an airplane flying low over a parking lot. [SEP]
An airplane flies over a street with many cars.,a view of an airplane flying low over a parking lot. [SEP]
An airplane comes in to land over a road full of cars,a view of an airplane flying low over a parking lot. [SEP]
The plane is flying over top of the cars,a view of an airplane flying low over a parking lot. [SEP]
A silver and red bus in parking lot next to cars.,older style bus parked at a bus station. [SEP]
A silver bus that is parked in a lot.,older style bus parked at a bus station. [SEP]
An older picture of a bus and other vehicles in a parking lot. ,older style bus parked at a bus station. [SEP]
An old bus parks in a parking lot with other cars and bus.,older style bus parked at a bus station. [SEP]
An older silver metro bus in a parking lot.,older style bus parked at a bus station. [SEP]
A red helmet is on a yellow toilet in the dirt.,a toilet left out like a big piece of trash [SEP]
A yellow toilet with a red helmet on top of it.,a toilet left out like a big piece of trash [SEP]
A yellow toilet with a red helmet above it.,a toilet left out like a big piece of trash [SEP]
A toilet sitting in an outdoor area with a helmet resting on top of it.,a toilet left out like a big piece of trash [SEP]
An old toilet sits in dirt with a helmet on top.,a toilet left out like a big piece of trash [SEP]
a little kid riding a skateboard at a park,young person riding their skateboard on the street. [SEP]
A child playing on a skateboard in a park.,young person riding their skateboard on the street. [SEP]
A girl stepping onto a skateboard in the playground,young person riding their skateboard on the street. [SEP]
A young lady riding a skateboard across a street.,young person riding their skateboard on the street. [SEP]
The kid is skateboarding on the street while wearing a jacket.,young person riding their skateboard on the street. [SEP]
A young man wearing black attire and a flowered tie is standing and smiling.,a person wearing a shirt and tie smiling for the camera. [SEP]
A man with glasses and his eyes closed dressed in a black shirt and a necktie.,a person wearing a shirt and tie smiling for the camera. [SEP]
A man in a green tie with his eyes closed.,a person wearing a shirt and tie smiling for the camera. [SEP]
Smiling man wearing black shirt and pale green tie.,a person wearing a shirt and tie smiling for the camera. [SEP]
A person that is dressed up very nicely.,a person wearing a shirt and tie smiling for the camera. [SEP]
A car with some surfboards in a field.,older vehicles at a car show parked on the grass. [SEP]
The old fashioned car is carrying some retro surfboards.,older vehicles at a car show parked on the grass. [SEP]
An old car with surfboards on the top.,older vehicles at a car show parked on the grass. [SEP]
An old vehicle painted light blue and dark blue.,older vehicles at a car show parked on the grass. [SEP]
An old station wagon with a surfboard on top of it.,older vehicles at a car show parked on the grass. [SEP]
A person on a street next to a motor bike.,a woman sitting on a motorcycle while a man sits on the sidewalk next to her. [SEP]
A cop standing next to a police bike next to a man sitting on a  curb.,a woman sitting on a motorcycle while a man sits on the sidewalk next to her. [SEP]
A man sits on the sidewalk next to a police motorcycle with a police officer in the background.,a woman sitting on a motorcycle while a man sits on the sidewalk next to her. [SEP]
A man that is sitting down next to a cops motorcycle.,a woman sitting on a motorcycle while a man sits on the sidewalk next to her. [SEP]
A man is sitting on the sidewalk while a police officer is doing something behind him.,a woman sitting on a motorcycle while a man sits on the sidewalk next to her. [SEP]
A man looking down with a backpack on in a house.,a man with a backpack in a stone oven. [SEP]
THERE IS A MAN WITH BOOK BAG ON HIS BAG ,a man with a backpack in a stone oven. [SEP]
a person standing in a stone walled and floored room wearing a backpack ,a man with a backpack in a stone oven. [SEP]
A guy standing in a very dark room with a small window.,a man with a backpack in a stone oven. [SEP]
A man in a stone room possibly using the bathroom,a man with a backpack in a stone oven. [SEP]
A cat on the lid of a toilet looking perturbed.,a cat is sitting near a toilet seat [SEP]
A blurry picture of a cat standing on a toilet.,a cat is sitting near a toilet seat [SEP]
A cat standing on the toilet bowl seat,a cat is sitting near a toilet seat [SEP]
A cat is perched on the top of a toilet seat in the bathroom.,a cat is sitting near a toilet seat [SEP]
A cat standing on a toilet with an open lid.,a cat is sitting near a toilet seat [SEP]
A toilet sitting in a bathroom next to a mirror.,a bathroom stall with the lid and seat up [SEP]
A small bathroom with the toilet seat up.,a bathroom stall with the lid and seat up [SEP]
The toilet seat was left in the up position.,a bathroom stall with the lid and seat up [SEP]
A door open revealing a small bathroom with sink and toilet.,a bathroom stall with the lid and seat up [SEP]
A toilet and a sink in a small bathroom.,a bathroom stall with the lid and seat up [SEP]
"Bathroom with white fixtures, tiles and corner shower.",a large metal toilet seat in a small bathroom. [SEP]
A white toilet sitting in a bathroom next to a shower.,a large metal toilet seat in a small bathroom. [SEP]
Bathroom shot of non transparent shower glass and toilet.,a large metal toilet seat in a small bathroom. [SEP]
"An all white bathroom with a shower, toilet and sink.",a large metal toilet seat in a small bathroom. [SEP]
"A plain white bathroom with a sink, shower, and toilet.",a large metal toilet seat in a small bathroom. [SEP]
An older building with birds flying near it.,a clock tower in the background of a building roof. [SEP]
A church with a high spire and decorative roof tiles.,a clock tower in the background of a building roof. [SEP]
A large clock tower towering over a small city.,a clock tower in the background of a building roof. [SEP]
Picture of a church and its tall steeple.,a clock tower in the background of a building roof. [SEP]
Birds fly around a tall building with a clock.,a clock tower in the background of a building roof. [SEP]
a motorcycle in a driveway with a vanity license plate ,a car and a motorcycle parked side by side. [SEP]
Two luxurious motor bikes on the road near a hedge.,a car and a motorcycle parked side by side. [SEP]
a close up of a motorcycle license plate,a car and a motorcycle parked side by side. [SEP]
A motor bike parked on the side of the road.,a car and a motorcycle parked side by side. [SEP]
"The back of a motorcycle showing the wheel, license plate and lights. ",a car and a motorcycle parked side by side. [SEP]
A picture of a wooden container with crosses on it.,"a wooden, round holder of various office utincels. [SEP]"
a close up of wood decorated with crosses,"a wooden, round holder of various office utincels. [SEP]"
close up of a wooden base with crosses designed on the neck,"a wooden, round holder of various office utincels. [SEP]"
A close up shut off some sort of religious object. ,"a wooden, round holder of various office utincels. [SEP]"
A shiny wooden object is decorated with crosses.,"a wooden, round holder of various office utincels. [SEP]"
There is a man picking bananas next to a street.,several people are hanging from a bunch of bananas. [SEP]
A man standing over several bunches of green bananas.,several people are hanging from a bunch of bananas. [SEP]
A man attending to several bundles of banana's as a motorcycle rides by.,several people are hanging from a bunch of bananas. [SEP]
A guy grabbing a stack of bananas from a pile on the side of the road.,several people are hanging from a bunch of bananas. [SEP]
A man standing over some bundles of bananas,several people are hanging from a bunch of bananas. [SEP]
A restroom has a toilet and a decorative sun wall plaque.,a toilet riding sun toilet on a floor in a bathroom. [SEP]
A picture of a very nice and white toilet.,a toilet riding sun toilet on a floor in a bathroom. [SEP]
A bathroom with a white toilet in the middle of the wall and a sun wall decor above it.,a toilet riding sun toilet on a floor in a bathroom. [SEP]
A bath room with a sun decoration above the toilet,a toilet riding sun toilet on a floor in a bathroom. [SEP]
A bathroom has a sun decal on the wall.,a toilet riding sun toilet on a floor in a bathroom. [SEP]
some horses grazing in front of a church,a field with a church and a horse in the background. [SEP]
Three horses on a green pasture with an old building in the background.,a field with a church and a horse in the background. [SEP]
A filed with brown horses standing next to a church.,a field with a church and a horse in the background. [SEP]
Three horses are grazing in a field in front of an old church.,a field with a church and a horse in the background. [SEP]
horses eating grass in a field with trees in the background,a field with a church and a horse in the background. [SEP]
A horse drawn carriage is parked along the curb.,a large white church with a large clock tower. [SEP]
A horse drawn carriage is in front of an old large building.,a large white church with a large clock tower. [SEP]
A pair of horses carrying a carriage that is parked by a street.,a large white church with a large clock tower. [SEP]
A horse drawn carriage parked on the street.,a large white church with a large clock tower. [SEP]
People walking pass a horse drawn carriage sitting at the curb,a large white church with a large clock tower. [SEP]
a toilet on the ground outdoors in front of a house,a toilet lying on its side on a sidewalk. [SEP]
A toilet sitting in the middle of the road beside a home. ,a toilet lying on its side on a sidewalk. [SEP]
"A toilet on the pavement in front of a house, the tank lid lying discarded.",a toilet lying on its side on a sidewalk. [SEP]
An old looking toilet sitting out on the side walk.,a toilet lying on its side on a sidewalk. [SEP]
A toilet sitting in front of someones house. ,a toilet lying on its side on a sidewalk. [SEP]
The shiny motorcycle is being shown on a display.,there is a multi colored motorcycle on display [SEP]
A motor bike parked inside of a building.,there is a multi colored motorcycle on display [SEP]
A parked motorcycle sitting next to a crowd.,there is a multi colored motorcycle on display [SEP]
White motorcycle on display inside a building with people looking on. ,there is a multi colored motorcycle on display [SEP]
A motorcycle sits displayed in a large shopping area.,there is a multi colored motorcycle on display [SEP]
Horses graze in front of a large building amid snow.,a church with an old church with two horses in front of it. [SEP]
Several horses eating grass around melting a snow spot,a church with an old church with two horses in front of it. [SEP]
some horses eating grass by a big house,a church with an old church with two horses in front of it. [SEP]
Horses grazing in a field by a large home.,a church with an old church with two horses in front of it. [SEP]
A couple of horses grazing in front of an estate.,a church with an old church with two horses in front of it. [SEP]
A large clock tower with a wind indicator on top.,a clock tower on top of a building with some statues and a bell on top. [SEP]
A very tall clock tower towering over a city.,a clock tower on top of a building with some statues and a bell on top. [SEP]
A clock tower has a weather vane on top of it.,a clock tower on top of a building with some statues and a bell on top. [SEP]
Blue and orange stone clock tower with a small clock.,a clock tower on top of a building with some statues and a bell on top. [SEP]
A large clock tower in front of a clear sky,a clock tower on top of a building with some statues and a bell on top. [SEP]
A woman is riding a motorcycle down the street.,a woman riding a motorcycle down a street with a car in the background. [SEP]
A woman on a motorcycle wearing a bag and passing a car. ,a woman riding a motorcycle down a street with a car in the background. [SEP]
A woman on a motor cycle on a city street,a woman riding a motorcycle down a street with a car in the background. [SEP]
A woman on a motorcycle in the middle of the street.,a woman riding a motorcycle down a street with a car in the background. [SEP]
A woman sits on her motorcycle in the street.,a woman riding a motorcycle down a street with a car in the background. [SEP]
A motorcycle sitting on the side of a street corner.,the motorcycle is parked next to the tree on the sidewalk. [SEP]
Black motorcycle parked on the side of a busy street. ,the motorcycle is parked next to the tree on the sidewalk. [SEP]
A motorcycle is sitting outside on the street near a tree.,the motorcycle is parked next to the tree on the sidewalk. [SEP]
a black motorcycle is parked on a sidewalk,the motorcycle is parked next to the tree on the sidewalk. [SEP]
An unattended motorcycle parked along a curb on roadway.,the motorcycle is parked next to the tree on the sidewalk. [SEP]
A small white toilet sitting next to a metal trash can.,a toilet is set on a filthy floor inside [SEP]
A compact toilet and shower of a small bathroom,a toilet is set on a filthy floor inside [SEP]
A close up shot of a white toilet and waste bin.,a toilet is set on a filthy floor inside [SEP]
A small white toilette with the lid closed has a metal trash can on one side and a shower stall on the other.,a toilet is set on a filthy floor inside [SEP]
a toilet bowl and a trash can in a bathroom,a toilet is set on a filthy floor inside [SEP]
A purple motorcycle parked in front of a red brick building.,a motorcycle parked next to a sign on a brick road. [SEP]
A motorcycle that is parked in front of a brick building.,a motorcycle parked next to a sign on a brick road. [SEP]
A sport motorbike parked on a pavement close to a building,a motorcycle parked next to a sign on a brick road. [SEP]
A blur motorcycle against a red brick wall.,a motorcycle parked next to a sign on a brick road. [SEP]
A motor bike parked on the side of the street.,a motorcycle parked next to a sign on a brick road. [SEP]
A few people working on various computers in an office.,a man is playing a game on his computer [SEP]
A man works on a laptop placed on a table in a busy office.,a man is playing a game on his computer [SEP]
A man is working on a laptop computer at a desk.,a man is playing a game on his computer [SEP]
A man in blue works on a laptop computer.,a man is playing a game on his computer [SEP]
A man sitting in front of a laptop computer.,a man is playing a game on his computer [SEP]
Black and white photograph of two men on motorcycles.,a man riding in a motorcycle poses next to a car. [SEP]
Two people riding a motorcycle with hats and backpack down a street.,a man riding in a motorcycle poses next to a car. [SEP]
Two men are at an intersection on motorcycles.,a man riding in a motorcycle poses next to a car. [SEP]
The man are driving side by side on their motorcycles. ,a man riding in a motorcycle poses next to a car. [SEP]
Two men on motorcycles at a stop light,a man riding in a motorcycle poses next to a car. [SEP]
Two blue bowls of food next to a bottle of cinnamon and sugar.,a photo of a bowl of bananas and a can of soda. [SEP]
this is an image of cereal and milk,a photo of a bowl of bananas and a can of soda. [SEP]
A desert of bananas and cinnamon in two blue bowls.,a photo of a bowl of bananas and a can of soda. [SEP]
A blue bowl holding mashed bananas and oatmeal with a bottle of sugar and cinnamon sitting beside it.,a photo of a bowl of bananas and a can of soda. [SEP]
A bowl of oatmeal is ready to eat with some cinnamon and sugar.,a photo of a bowl of bananas and a can of soda. [SEP]
Rows of motor bikes and helmets in a city,a street filled with motorcycles and wearing helmets. [SEP]
A lot of motorbikes line up down a busy street.,a street filled with motorcycles and wearing helmets. [SEP]
Large set of motorcycles all lined up down a street.,a street filled with motorcycles and wearing helmets. [SEP]
A large group of motorcycles lined up on the street.,a street filled with motorcycles and wearing helmets. [SEP]
A series of motorbikes parked in a row on a street,a street filled with motorcycles and wearing helmets. [SEP]
Two rows of various makes of parked motorcycles.,a crowded street filled with motorcycles next to each other. [SEP]
a bunch of motorcycles are parked tightly together,a crowded street filled with motorcycles next to each other. [SEP]
Rows and columns of motorcycles in middle of street.,a crowded street filled with motorcycles next to each other. [SEP]
A bunch of motorcycles that are grouped together.,a crowded street filled with motorcycles next to each other. [SEP]
Motorcycles are lined up outside along the street. ,a crowded street filled with motorcycles next to each other. [SEP]
A row of motorcycles parked in front of a building.,a narrow street with lots of motorcycles on the buildings [SEP]
A bunch of motorcycles parked on the side of the road,a narrow street with lots of motorcycles on the buildings [SEP]
a back ally neighborhood with motor bikes in a row,a narrow street with lots of motorcycles on the buildings [SEP]
A number of motorbikes parked on an alley,a narrow street with lots of motorcycles on the buildings [SEP]
a bunch of motorcycles parked along the side of the street ,a narrow street with lots of motorcycles on the buildings [SEP]
A row of motorcycles parked next to each other on a lush green field.,two motorcycles parked in a field with their motorcycles. [SEP]
Several motorcycles parked beneath trees in a park.,two motorcycles parked in a field with their motorcycles. [SEP]
THERE ARE A LOT OF MOTOR BIKES ON THE GRASS,two motorcycles parked in a field with their motorcycles. [SEP]
a line of parked motorcycles on some grass and trees,two motorcycles parked in a field with their motorcycles. [SEP]
A bunch of motorcycles line up near trees.,two motorcycles parked in a field with their motorcycles. [SEP]
Two people on mopeds passing in front of a building.,two people on motorcycles in front of a large building. [SEP]
two people riding scooter on a city street,two people on motorcycles in front of a large building. [SEP]
People on mopeds in front of a building.,two people on motorcycles in front of a large building. [SEP]
People riding motorcycles in front of a building,two people on motorcycles in front of a large building. [SEP]
an image of a boy on his bike riding past a building,two people on motorcycles in front of a large building. [SEP]
Office space with office equipment on desk top.,a desk with two desktop computers cluttered with papers. [SEP]
A hope office setup of computers and printers.,a desk with two desktop computers cluttered with papers. [SEP]
"a home office with laptop, printer, scanner, and extra monitor",a desk with two desktop computers cluttered with papers. [SEP]
The computer desk in the corner is by a window.,a desk with two desktop computers cluttered with papers. [SEP]
"A laptop, monitor, printer and tablet on a desk.",a desk with two desktop computers cluttered with papers. [SEP]
A computer that is on a desk near a window.,a desk with computers and a cup next to a window. [SEP]
An office desk in front of a large window overlooking a parking lot,a desk with computers and a cup next to a window. [SEP]
this is a desk with a computer on it,a desk with computers and a cup next to a window. [SEP]
A corner desk with a laptop and other office equipment,a desk with computers and a cup next to a window. [SEP]
"A office desk,  with a view of a parking lot. ",a desk with computers and a cup next to a window. [SEP]
A close-up of a one-way street with many cars and motorcycles.,a crowded street filled with people and vehicles. [SEP]
Straight ahead view of several lanes of traffic heading this way,a crowded street filled with people and vehicles. [SEP]
"Cars, motorized scooters, and other vehicles stopped on a busy road.",a crowded street filled with people and vehicles. [SEP]
"Bikers on bikes in front of a lot of traffic
",a crowded street filled with people and vehicles. [SEP]
a group of motorcycle riders stopped in traffic next to cars,a crowded street filled with people and vehicles. [SEP]
this living room has a small tv and a lamp next to it,a room with a tv and yellow painted walls [SEP]
A big screen television is sitting on a stand in a room.,a room with a tv and yellow painted walls [SEP]
A large television and table in a room.,a room with a tv and yellow painted walls [SEP]
Living room with flat screen TV and surround sound.,a room with a tv and yellow painted walls [SEP]
A flat screen television in a room with yellow walls.,a room with a tv and yellow painted walls [SEP]
A group of men riding motorcycle down a country road.,a car driving down a street next to a motorcycle. [SEP]
a street with some motorcycles driving through it,a car driving down a street next to a motorcycle. [SEP]
A white car driving down the highway with three motorcycles.,a car driving down a street next to a motorcycle. [SEP]
Three motorcycles are driving swiftly behind a white car.,a car driving down a street next to a motorcycle. [SEP]
a blurry image of motorcycles and a car driving along a highway,a car driving down a street next to a motorcycle. [SEP]
This is a case full of yellow bananas. ,a box of old bananas inside of the box [SEP]
Bananas a tightly packed and boxed for delivery to the market.,a box of old bananas inside of the box [SEP]
a bunch of bananas are packaged up in boxes,a box of old bananas inside of the box [SEP]
Bananas packed in cardboard box covered in plastic.,a box of old bananas inside of the box [SEP]
An unopened box full of perfectly ripe bananas.,a box of old bananas inside of the box [SEP]
Vegetables are displayed in a wooden barrel outdoors.,a large container with many bananas [SEP]
A bunch of bananas are sitting on the stand.,a large container with many bananas [SEP]
The cart has bananas or plantains piled on it. ,a large container with many bananas [SEP]
a box of green bananas and a box of ripe bananas ,a large container with many bananas [SEP]
A large number of green and yellow bananas in wooden containers.,a large container with many bananas [SEP]
A polie officer standing next to a  motorcycle parked on the street.,a woman sitting on a motorcycle on a colorful carpet. [SEP]
A scene depicting a man sitting down on a curb and a motor cop writing a ticket,a woman sitting on a motorcycle on a colorful carpet. [SEP]
A man and police officer on the sidewalk next to a motorcycle.,a woman sitting on a motorcycle on a colorful carpet. [SEP]
A man sitting on a curb with a police officer behind him. ,a woman sitting on a motorcycle on a colorful carpet. [SEP]
A motorcycle police officer is writing a ticket.,a woman sitting on a motorcycle on a colorful carpet. [SEP]
a person riding a motorcycle on an enclosed road,a view of a motorcycle rider about to take off for the top of a hill. [SEP]
A motorcycle and a rider on a race track,a view of a motorcycle rider about to take off for the top of a hill. [SEP]
A person on a motorcycle driving around a racetrack.,a view of a motorcycle rider about to take off for the top of a hill. [SEP]
A person riding a motor cycle down a race track.,a view of a motorcycle rider about to take off for the top of a hill. [SEP]
Racer driving a high performance motorcycle on track,a view of a motorcycle rider about to take off for the top of a hill. [SEP]
A large pitcher of some beverage is on the table next to orange slices.,a glass cup full of some oranges [SEP]
A cold pitcher of orange juice beside a bowl of orange slices.,a glass cup full of some oranges [SEP]
A pitcher of beer is sitting next to a cup of orange slices. ,a glass cup full of some oranges [SEP]
A pitcher of beer stands next to a dish containing orange slices.,a glass cup full of some oranges [SEP]
a pitcher of liquid sitting on a table next to some sliced oranges,a glass cup full of some oranges [SEP]
Motorcycles driving down a wide city street nearing a white building.,pedestrians and people on motor bikes travel down a busy street. [SEP]
A large building with many windows and people riding scooters nearby,pedestrians and people on motor bikes travel down a busy street. [SEP]
People are riding scooters down the middle of the road.,pedestrians and people on motor bikes travel down a busy street. [SEP]
People are riding electric scooters in front of a large building.,pedestrians and people on motor bikes travel down a busy street. [SEP]
Many motorcycles riding in front of a KFC.,pedestrians and people on motor bikes travel down a busy street. [SEP]
Two people on motorbike passing by a clock facade.,a person on a motor cycle and a white clock tower [SEP]
Two people are riding a red bike down the street.,a person on a motor cycle and a white clock tower [SEP]
Two people riding on top of one motorcycle.,a person on a motor cycle and a white clock tower [SEP]
Two people are on a motorcycle driving down the street.,a person on a motor cycle and a white clock tower [SEP]
The couple scoots around town on the motorbike.,a person on a motor cycle and a white clock tower [SEP]
A bunch of birds sitting in a bread basket.,a table with a basket of birds and a newspaper. [SEP]
Two birds perched on a bread basked on a table.,a table with a basket of birds and a newspaper. [SEP]
Two finch birds standing next to a basket of bread. ,a table with a basket of birds and a newspaper. [SEP]
Birds are standing in a basket on the table.,a table with a basket of birds and a newspaper. [SEP]
three birds sitting on a bread basket near a newspaper,a table with a basket of birds and a newspaper. [SEP]
Grey bird in a wooden basket eating bread.,"a basket of bread, a sandwich and a cup of coffee on a table in the background. [SEP]"
 A basket of bread with a small bird eating it.,"a basket of bread, a sandwich and a cup of coffee on a table in the background. [SEP]"
Bread sitting in a basket on a table beside a newspaper. ,"a basket of bread, a sandwich and a cup of coffee on a table in the background. [SEP]"
A bird is eating bread from a basket on a table.,"a basket of bread, a sandwich and a cup of coffee on a table in the background. [SEP]"
A bowl of bread and newspaper laid on a table.,"a basket of bread, a sandwich and a cup of coffee on a table in the background. [SEP]"
A motorbike sitting in front of a wine display case,a motorcycle sits on display in front of wine glasses. [SEP]
A motor bike and some wine in a room.,a motorcycle sits on display in front of wine glasses. [SEP]
A dirt bike sitting on a counter by some wine bottles.,a motorcycle sits on display in front of wine glasses. [SEP]
a motorcycle standing in front a winery ,a motorcycle sits on display in front of wine glasses. [SEP]
A bike sits among bottles of wine on a shelf. ,a motorcycle sits on display in front of wine glasses. [SEP]
A wooden bench sitting next to an entrance.,a stone building with a bench placed near it [SEP]
A green wooden bench in front of a house.,a stone building with a bench placed near it [SEP]
A green bench in front of a window box,a stone building with a bench placed near it [SEP]
"a green, warped bench outside of a small cottage with a flowers in the window",a stone building with a bench placed near it [SEP]
The front of a small cabin with a window garden and green bench.,a stone building with a bench placed near it [SEP]
A dog watches an animal on the television.,a dog is watching tv on the floor. [SEP]
"Large brown dog facing away, watching TV with wildlife scene.",a dog is watching tv on the floor. [SEP]
A big brown dog is watching a television.,a dog is watching tv on the floor. [SEP]
The hound dog sits on a rug and watches another dog on the television set.,a dog is watching tv on the floor. [SEP]
A dog is sitting in front of a television.,a dog is watching tv on the floor. [SEP]
A picture advertising Arizona tourism in an airport,a man in a hat standing behind a tv at a table. [SEP]
A television that is sitting next to signs,a man in a hat standing behind a tv at a table. [SEP]
A television is shown in the middle of a baggage claim area.,a man in a hat standing behind a tv at a table. [SEP]
An airport terminal has a big screen displaying an ad for Arizona.,a man in a hat standing behind a tv at a table. [SEP]
A flat screen TV with a picture of a person jumping on it.,a man in a hat standing behind a tv at a table. [SEP]
the person is sitting at a desk  with a television behind him ,a man is standing next to a set of televisions [SEP]
A person sitting at a table in a room.,a man is standing next to a set of televisions [SEP]
A man who is sitting at a table.,a man is standing next to a set of televisions [SEP]
A man in a news room sits in front of a camera. ,a man is standing next to a set of televisions [SEP]
A man sitting a desk in front of a TV.,a man is standing next to a set of televisions [SEP]
A car passes by to find a man outside near a TV.,a man is sitting in a car and a dog is sleeping in the car window [SEP]
A picture of a man sitting on the sidewalk next to a television set and backpack.,a man is sitting in a car and a dog is sleeping in the car window [SEP]
A picture taken out of a vehicle of a man sitting outside beside a tv.,a man is sitting in a car and a dog is sleeping in the car window [SEP]
Man sitting next to a TV on a sidewalk.,a man is sitting in a car and a dog is sleeping in the car window [SEP]
A person sitting net to a TV on a sidewalk.,a man is sitting in a car and a dog is sleeping in the car window [SEP]
A black man is sitting on the sidewalk next to a television.,a man is sitting in a car and a dog is sleeping in the car window [SEP]
A four engine jet transport airplane flying low.,a plane takes off from an airport in 2012 [SEP]
A large airplane flying over a grassy field with trees.,a plane takes off from an airport in 2012 [SEP]
jumbo jet comes in for a landing over some trees,a plane takes off from an airport in 2012 [SEP]
An airplane taking off over a field next to a forest. ,a plane takes off from an airport in 2012 [SEP]
A jumbo jet plane in flight with a city in the background.,a plane takes off from an airport in 2012 [SEP]
"The side of an airplane that is parked, and an Air China sign on the side of the plane.",the airplane is loading a few passengers in the airport. [SEP]
An Air China airplane sitting on the runway ,the airplane is loading a few passengers in the airport. [SEP]
This is the jet engine and side of an airplane.,the airplane is loading a few passengers in the airport. [SEP]
a parked air plane sit at a airfield ,the airplane is loading a few passengers in the airport. [SEP]
A view of the airplane looking down from the head.,the airplane is loading a few passengers in the airport. [SEP]
