correct,generate
"A man jogging with his two thumbs up in the air, while making a funny face.",a man running in a race [SEP]
The man on the yellow basketball team tries to score while the men on the opposing team try to block his shot.,a man wearing a green uniform [SEP]
A football player wearing an orange uniform smiling and holding the football.,a man holding a football [SEP]
Two skateboarders wearing their helmets riding down a street.,a group of people [SEP]
"A football game is going on, with player on the field, squatting on the sidelines and standing, watching the game.",a group of people sitting on a field [SEP]
"A little girl with a brown shirt, blue jeans, and brown hair is playing outside with her pink scooter in a yard with lots of trees.",a young girl playing with a frc [SEP]
Group of asian children dressed in white shirts and hats performing with a crowd looking on.,a group of people [SEP]
Two people are looking at a child as one of them is pushing a wheelchair on the sidewalk.,a group of people walking down a sidewalk [SEP]
A black dog with a blue tag running on a beach,a dog running on the beach [SEP]
"Two men in the US Army are in uniform and talking with another woman, who is wearing a black sweater with a purse inside of what looks like a conference room.",a woman wearing a black shirt [SEP]
"The Dali Lama during a reception where participants have brought carnations, parasols and prayer flags.",a group of people [SEP]
A man walks over a small sign carrying his bicycle.,a man doing a trick on a bike [SEP]
A man in a red hat and a woman in black sitting in plastic chairs on grass.,a man and woman sitting on a lawn [SEP]
"A boy and girl ride in the front of a small train labeled ""Mississippi Train"".",a train on the track [SEP]
A man in a blue wetsuit rides a wave on a white surfboard.,a man on a surfboard [SEP]
A little boy in the air above another boy on the ground where a soccer ball lies at his feet with the soccer net behind them.,a boy jumping in the air [SEP]
A man in a white sports uniform tries to fend off another player in a black and yellow uniform while the ball floats in midair.,two men playing soccer [SEP]
An older man in a cane holding an umbrella while walking through an outdoor market.,a man walking down a street with an umbrella [SEP]
The little boy jumps through the beaded curtain and onto the bed.,a young boy standing on a bed with a large bamboo curtain [SEP]
A child in a orange shirt is pouring Legos out of a plastic bag.,a boy playing with legos [SEP]
A woman is holding her child while a man is reading something from a piece of paper and taking something from a bowl that a younger girl is holding in a park with a small lake in the background.,a group of people standing around a tree [SEP]
Two men and a woman pose with signs for Obama and Chris Gregoire.,a man and woman holding signs [SEP]
An officer stands next to a car on a city street.,a fence is in the middle of the road [SEP]
A couple of men in hats posing for a picture by a gas station.,man wearing a black jacket [SEP]
A boy in a stripy shirt is playing with a soccer ball in a grassy park in front of some bushes.,a boy playing with a ball [SEP]
Person in red-checked jacket with fur collar and dark stocking cap with head bowed.,a boy wearing a hat [SEP]
A red-haired man with dreadlocks is sitting playing and acoustic guitar.,a man playing a guitar [SEP]
A man in sunglasses is eating and holding a baby wearing a white bucket hat.,man wearing a blue shirt [SEP]
A little boy with a black jacket and black jeans on is holding up a blue brochure for the camera.,a group of people [SEP]
A woman in a white shirt and hat speaks to a large crowd of men and women using a megaphone.,a crowd of people [SEP]
"A group of costumed adults, including a devil and a sorcerer, look on as a man dressed as a sea captain speaks into a microphone while standing next to a man in a brown suit who is holding a large fruit basket.",a group of people [SEP]
This is a large group of young people at a party.,a crowd of people [SEP]
Two girls are walking by a car wash that has two cars and two men outside it.,a young girl skateboarding on a skateboard [SEP]
"A man in a t-shirt is standing with his hands on some type of instrument with a lot of buttons on it, with fake fog in the background.",a man in a recording room with a turntable [SEP]
A lone surfer surfing a large collapsing wave in the ocean.,a surfer on a wave [SEP]
"A male soldier in green military fatigues, inspecting an old, metal weapon, placed on a bed of grass.",a man in camouflage [SEP]
"The groom has just kiss the bride after they were pronounced man and wife, as she worn her white wedding gown carrying her white and pink bouquet, and as he worn his black tuxedo and white shirt.",a bride and groom kissing [SEP]
"A young man with a red handkerchief over his face is the main focus, while people wearing protective security armor are in the background.",a man wearing a hat [SEP]
A black and white dog jumping over a steeple vault at a competition,a dog jumping over a hurdle [SEP]
"A woman in white in front of a window, while reading a book on the couch.",a woman sitting on a couch [SEP]
"A group of young adults are leaning against a metal fence in a dark place, possibly a concert.",a crowd of people [SEP]
A man in jeans and a white shirt is standing near a rock formation with his back to the camera.,a man on a laptop [SEP]
"A young man in a gray tee-shirt and gray sweatpants stands by a metal tiered shelf in an industrial kitchen, holding the top edge of the metal structure, with one leg resting on the knee of the other leg.",a man in a kitchen [SEP]
"Two guys, one with short black hair and the other one with long blond-hair, are playing the drums.",a man playing drums [SEP]
"Three people are in a field picking something, and one of them has a big hat with a red bow.",a man and woman in a field [SEP]
A woman holding a red cup with a straw in it sits in front of a man and a woman looking at a book.,a woman sitting on a couch [SEP]
You can see the bottom halves of three boys standing on a sidewalk with silly string sprayed everywhere,two boys standing on the sidewalk [SEP]
A man with a smile on his face put the chicken on the basin full of chicken,a man in a kitchen [SEP]
A group of people at a protest to stop the building of the Kingsworth coal power plant.,a group of people holding signs [SEP]
A bike rider is airborne with a daytime sky in the background.,a man doing a trick on a bike [SEP]
"A little girl barefoot, wearing a white shirt and brown skirt runs along the sandy shoreline.",a little girl running on the beach [SEP]
A white duck is spreading its wings while sitting on the water.,a white swan with its wings spread out [SEP]
"A man dressed in black shorts, a black t-shirt, and a backwards black baseball cap is talking to a man wearing a striped shirt and shorts while standing behind a truck.",a group of people standing in a warehouse [SEP]
Asian looking lady holding a baby while sitting and looking at it.,a little girl sitting on a chair holding a baby [SEP]
An ice hockey goalkeeper wearing yellow is defending the goal.,a hockey goalie [SEP]
"An African-American male wearing black shoes carrying a black bag walks along a yellow wall with the words ""E.S.E. Electronics"" painted on it.",a large orange wall [SEP]
Three boys wearing green shirts and tan pants pose at the top of a slide.,a group of young men [SEP]
"Circus performer gesturing upward while hold a dog between his legs, with a man and two goats in the background.",a man in a circus [SEP]
The white dog is running in the shallow water.,a wet dog running in the water [SEP]
Several people in yellow and black uniforms are lined up carrying drums.,a group of people marching [SEP]
The girl in the light pink shirt is playing a game with the other children.,a group of children playing a game [SEP]
Five woman gathered to play woodwind and string instruments in someone's living room.,a group of people playing instruments [SEP]
A little girl in a purple plaid dress lays on the floor and cries with her toy beside her.,a little girl is laying on the floor [SEP]
A gray headed guy standing in his bathroom shaving his face and neck.,a man with a beard [SEP]
"Two large black dogs, one small black dog, and one large white dog are standing in some snow.",a group of dogs [SEP]
A basketball player leaps with the ball while opponents try to block him.,a man wearing a white uniform [SEP]
The lone man in red sits outside of his blue door and windowed house contemplating about his thought.,a tree with green leaves [SEP]
Children playing with balloons and sitting atop a man dressed in a banana costume.,a group of people [SEP]
A gray and white dog jumping over standing water in the sand.,a dog running on the beach [SEP]
"On a rainy day, near a river, many people are standing with umbrellas and raincoats near a fountain that features a central stone statue while others stand in line.",a large group of people [SEP]
"Several older men, some in traditional headdress convene on a street corner.",a group of men [SEP]
"A black, white and brown dog waking in the snow with a red toy in its mouth near an icey tree.",a dog running in the snow [SEP]
Player in blue and white uniform and player in gold and black uniform going after soccer ball.,a group of men playing a game of soccer [SEP]
A woman is at the beginning stage of knitting something amazing in a room filled with other knitters.,a woman sitting at a table [SEP]
"With the daintiest of feet, the slightest little oriental girls float across the stage perched upon square ballet toes.",a group of people in costumes [SEP]
A man dressed mainly in black is holding a huge triangular guitar-like instrument with a musical stand in front of him.,a man holding a guitar [SEP]
A girl wearing black athletic clothing with the number 1102 on her jersey runs across some grass.,a group of young people playing a game of frc [SEP]
Person in a racing ski outfit and a helmet is skiing while in a squat position.,a red fence [SEP]
A little girl in a pink shirt is putting a puzzle together with her grandfather.,a man and a little girl sitting at a table [SEP]
"One young boy in a yellow long-sleeved shirt and jeans sitting down, with five adults in front of him, one operating a video camera.",a group of people [SEP]
A person on a bicycle rides down the city sidewalk at night.,a person riding a bike on a street at night [SEP]
"A man wearing a white cowboy hat, blue shirt, and black vest, is riding a black bull at a rodeo stadium.",a man riding a bull [SEP]
A boy wearing jeans leaps in the air and shows his shadow below.,a man playing tennis [SEP]
Two children climb an indoor rock walk as two other children are on belay.,a group of people climbing on a wall [SEP]
"Several men, one in a dark sweater and glasses and another in a white sweatshirt, are walking through the center of a college campus.",a man is flying a kite [SEP]
The girl with the red belt is kicking a pad that the person in black is holding.,a girl wearing a blue kim [SEP]
"One man in the hole of a tire in water, and another man getting up from the water next to him.",a group of people in the water [SEP]
People are dancing on a checkered platform while people are watching,a man is kneeling on the street [SEP]
A professionally dressed woman standing at a podium debating or discussing something of importance.,woman wearing a gray jacket [SEP]
"A drunken woman in a blue dress, black tights, and black leather pumps, laying on a couch, smoking a cigarette, laughing.",a woman laying on a couch [SEP]
"A woman in a pick shirt is holding a shovel near a woman in brown sweeping, while a third woman sits on a stoop.",a woman holding a bat [SEP]
Doe jumps over wood and wire fence,a deer jumping over a wooden fence [SEP]
Three dogs playing together in a grassy field with trees in the background,a dog chasing a frur [SEP]
A toddler boy in a sailor suit and a little girl run in the sand.,two children playing on the beach [SEP]
A little boy in a blue coat is playing next to some ducks in a park.,a little boy standing next to ducks in a park [SEP]
Four dog owners stand with their three prize winning dogs.,a group of people standing in a field [SEP]
There is a bunch of tourists standing around on the grass and looking at some old ruins.,a group of people [SEP]
"An Asian girl makes a surprised face while wearing a shirt that says ""Radio""",a woman with a white shirt [SEP]
"Women of African origin are colecting water at common water tap, near wire fence.",a group of people [SEP]
A man is standing in front of a brick storefront wearing a black jacket.,a man in a black coat [SEP]
Four birds are chasing another bird which has a piece of food in its mouth,a group of birds [SEP]
"Two men, wearing gray outfits, are riding on a trailer that is being pulled by two horses, one horse is dark brown and the other is white and gray.",a man driving a cart [SEP]
One person stands and another sits on the summit of a mountain.,a mountain range [SEP]
"A girl making a snow angel, wearing a black hat and glasses.",a woman laying in the snow [SEP]
Three guys smiling for camera and showing off their muscles.,the man is wearing a white shirt [SEP]
"A man, wearing black jeans and a gray shirt, stands in the front of a classroom writing on a chalkboard.",a chalk board on the wall [SEP]
A man in a black shirt next to a laptop and in front of a screen is looking off to the side.,a man sitting at a table [SEP]
A group of traveling people relaxing on top of a hill overlooking a range.,a group of people sitting on a hill [SEP]
A boy is airborne on his skateboard above a set of rails in an industrial setting.,a man doing a trick on a skateboard [SEP]
The tennis player in the orange shirt is airborne whilst swinging his racquet.,a man playing tennis [SEP]
A brown and white dog with a pink collar is barking at a brown dog with a blue collar in the snow.,two dogs playing in the snow [SEP]
A young boy is quite excited in the throes of a ballgame.,a boy in a striped shirt [SEP]
A worker in an orange work suit is kneeling down inspecting a piece of machinery.,a man is working on a construction project [SEP]
Seven men wearing cowboy hats are near the fence of a rodeo field while one contestant is in the process of roping an animal.,a man on a horse [SEP]
"Two dogs walk in the snow, the larger dog has a fish in his mouth.",two dogs playing in the snow [SEP]
Lady with short brown hair and a red and white striped shirt with a name tag taking a sip from a cup.,a woman drinking from a cup [SEP]
A white dog carries a yellow toy while another dog follows.,a dog playing with a ball [SEP]
A man is guiding the hockey puck across the ice while an opposing player races towards it.,a hockey player [SEP]
A man with a white shirt with his mouth open wide and turning buttons.,a man in a white shirt [SEP]
A brown dog is looking at a black horse that is sticking its head through a fence.,a horse and a dog in a field [SEP]
"An apparently homeless black man with mismatched shoes, two pairs of pants, and a heavy jacket tries to warm his hands while sitting on a door step.",a man sitting on the sidewalk [SEP]
A smiling woman in a brown shirt leans on a man in a sweater.,a man and woman [SEP]
"A child leans over a display made up of blue and yellow plastic, while an adult looks on.",a white table [SEP]
A black and white dog is playing with an orange ball in the snow.,a dog playing with a fr frc [SEP]
A young girl standing next to a yellow cat on a kitchen countertop.,a little girl kissing a cat [SEP]
"The boy is wearing a blue shirt, and the girl is wearing black clothes.",a young boy is playing on a playground [SEP]
A man holding a tennis racket is looking in the distance with his hand over his mouth.,a man holding a tennis racket [SEP]
The boy wearing red shorts is jumping into the river as other children swim.,a man jumping into the water [SEP]
A child wearing a red coat and cap is holding a large chunk of snow.,a young boy holding a snowball in the snow [SEP]
Turbaned man and two police officers stand in front of a white canopy and a pile of garbage bags,a group of people standing around a tent [SEP]
"Two men, one in a green jacket and one in a red jacket, are trying to build a fire in the woods.",a man wearing a red jacket [SEP]
Two older men are having a discussion outdoors in an area with stone walls and floor.,a stone wall [SEP]
A girl wearing glasses hold a girl the same age wearing a red sweatshirt and yellow galoshes.,a white curtain [SEP]
A dog is up on its backlegs trying OT catch a ball above its head.,a dog playing with a frur [SEP]
A couple embrace and kiss on the sidewalk in front of a parked limo as a pedestrian walks by them.,a black car [SEP]
A female volleyball player wearing a bikini jumps and spikes the ball.,a woman in a bikini [SEP]
Two dogs are playing together with their mouths open.,two dogs playing [SEP]
The brown dog is jumping a hurdle over a yellow and black pole.,a dog jumping over a hurdle [SEP]
A man wearing a striped shirt is smoking a cigarette on the street,a man standing next to a blue door [SEP]
A very young child is sitting behind an even younger child with her hands around him.,a black and blue tram mat [SEP]
"Man falling off of a bucking bull, at a rodeo, in front of spectators.",a man riding a bull [SEP]
A group of kids with an adult in the background coaching them while they are pulling on a green rope.,a group of kids playing with a frc [SEP]
There is a person in a green shirt riding a bike at an extreme angle in a rural area.,a man riding a bike [SEP]
An Indian boy looks at a black cow whilst a woman in a blue and green sari looks away.,a woman sitting on a ledge [SEP]
A man is helping a little boy learn how to ride a bicycle.,a boy on a bike [SEP]
A small boy in a red shirt and black shorts pushing a broom outside a house on the driveway next to a toy basketball hoop.,a boy holding a broom [SEP]
Woman in a white and gold shirt holding a baby and with three children and a man in a jacket.,a group of people [SEP]
A man in a black hooded jacket stands next to a tree and plays a wind instrument.,a woman standing next to a tree [SEP]
A shot haired woman in a white shirt giving a long-haired woman in a red shirt a manicure.,two women sitting at a table [SEP]
A brown dog with white paws is trotting through a field of green grass.,a dog running in a field [SEP]
The number ten player on the white softball team gets tagged at base by a girl on the other team.,a woman wearing a baseball uniform [SEP]
"A young woman with dark hair and a slight smile receives a check on behalf of Kids' Food Basket for $ 37,000.",a woman holding a large check [SEP]
"The two dogs, one with a tennis ball in its mouth, are running through tall grass.",two dogs playing in a field [SEP]
"A man and a woman holding two young boys are sitting on a park bench, posing for a photograph.",a man and woman sitting on a bench [SEP]
The woman is blowing the pods off a flower in a green field.,a woman blowing a dandel [SEP]
"At an outdoor market, a small group of people stoop to buy potatoes from a street vendor, who has his goods laid out on the ground.",a group of people [SEP]
A group of people sit in a circle outside around a man playing a white accordion.,a man playing an accordion [SEP]
A man has his face in his hand and is sitting on a bench.,a man sitting on a bench [SEP]
An old man on a subway wearing heavy layered clothing is reading a newspaper.,a man reading a newspaper [SEP]
A man with a blue shirt and gray apron cuts fish at an outdoor market.,a man in a kitchen [SEP]
A man wearing red and black is balancing himself on the back wheels of a bicycle that is pointing up.,a boy on a bike [SEP]
A man in a white dress shirt and khaki pants is using an object to construct a sand sculpture.,sand castle on the beach [SEP]
Men and women sitting and walking around picnic tables and having food.,a group of people sitting on a bench eating food [SEP]
"Two women, one wearing a purple shirt and the other a green shirt, are climbing their way up an electrical pole with safety equipment with onlookers.",a woman wearing a helmet [SEP]
A cowboy is viciously thrown about as he attempts to hold on to a horse he is riding in a rodeo competition.,a man riding a horse [SEP]
A light brown dog jumps through a ring of fire while two people watch.,a dog jumping over a fire [SEP]
"A woman wearing a pink shirt and a name tag which reads ""Amanda"" applies lipstick to her upper lip, her mouth moderately open.",a woman with long hair [SEP]
A man working on a little girl's purple tricycle.,a man and a little girl [SEP]
"Two women in fluffy skirts dancing to music played by men, asking for money, while others pass them by.",a group of people walking on a sidewalk [SEP]
A German Shepherd is running with a stick in its mouth.,a dog carrying a stick [SEP]
The woman's face falls into silhouette as she stands in front of the sun.,a girl standing on a beach [SEP]
"During a concert, a man is standing on a stage looking down at the crowd.",a crowd of people [SEP]
Three women in bright colors and headdresses are holding love message cards.,a group of people dressed in costumes [SEP]
A brown dog with a brown collar digging in the sand,a dog playing in the dirt [SEP]
Young boy in a white striped shirt and headband holding a tennis racket.,a young boy playing tennis [SEP]
A black and tan dog is running with a white and gray dog along dirt.,a dog and a dog are playing in the dirt [SEP]
A little girl jumping into the stream of water on a hot day.,a boy jumping in the air [SEP]
Three young sumo wrestler students stand at attention at an award ceremony in front of a man at the microphone.,a man in a suit [SEP]
A hiker is squatting on the ground looking at a tree stump while his companion stands nearby holding a walking stick.,a man with a backpack [SEP]
A group of young men in sports uniforms from two opposing teams are in vigorous play on a grassy field.,a group of men playing a game of rugby [SEP]
A woman in a blue shirt is walking across the street of an older looking district.,a white building [SEP]
A man in midair with his back touching that of another man hunched over,a man in the air [SEP]
"White dog on mountainside turns to face something offstage, sky in background.",a dog on a rock [SEP]
A kid in a blue shirt and blue shoes attempts a trick on a skateboard above the lip of a bowl.,a skateboarder doing a trick on a ramp [SEP]
"A long-haired, male musician is playing on a piano.",a man with a beard [SEP]
"The winners 1st, 2nd, and 3rd of a event posing for a picture each holding flowers.",a man holding a bunch of flowers [SEP]
Two bald ladies in red dresses and matching jewelry laugh.,a woman in a red dress [SEP]
A boy toddler play outside on a clothes rack full of tied dye shirts.,a little boy standing next to a white cooler [SEP]
A young girl in a baby pink outfit poses for the camera while holding onto a jungle gym in a playground.,a girl is climbing on a blue pole [SEP]
A motorcyclist dressed in green with a green motorcycle is jumping over a row of green motorcycles,a group of people standing around a motorcycle [SEP]
A woman is playing with two children on a seesaw in a playground.,a playground with a red and yellow structure [SEP]
Four people are playing football by a body of water in partly cloudy weather.,a group of people playing soccer on a beach [SEP]
"Two teenage girls hugging, one wearing a bicycle helmet, with cyclists in the background.",two women hugging each other women [SEP]
"Two large dogs, one light colored and one dark, running through snowy terrain.",a dog chasing a dog [SEP]
A woman holds her little white dog and points to a big brown dog at the bottom of the hill.,a woman in a field [SEP]
"Standing outside in front of a red van, a man in a hat picks up a framed painting from a table full of such paintings and other art.",a table with a lot of pictures on it [SEP]
Two people sit at a table outside against a wall and make faces.,a man and woman sitting at a table [SEP]
Two smiling men dressed in provocative leather outfits walk in a parade.,man wearing a black vest [SEP]
A small child is laughing and playing while lying on her back on a gray rug.,a baby laying on the floor [SEP]
A woman in a black shirt is holding the hand of a gentleman in a suit and striped tie and laying her head on his shoulder while smiling.,a man wearing a suit [SEP]
Two woman are mud wrestling in a kiddie pool.,a cake with a couple on it [SEP]
Man walking away from building with large tunnel-like entrance holding a drink and a man going into the entrance.,a man walking down a street with a suitcase [SEP]
Two people are silhouetted against a lake reflecting a painted sky.,two people are walking [SEP]
A lady brings a drink to a seated couple comprised of a woman wearing a long white dress and a man in a dark suit.,a group of people sitting around a table [SEP]
One skater is wearing a blue shirt with black shorts and the other skater is wearing a red shirt with black shorts.,two women in a skate park [SEP]
The couple have children sitting in their laps on the rocky hillside.,three children sitting on rocks [SEP]
A group of mountain bikers race each other down a dirt hill.,dirt bike track [SEP]
A mountain biker travels along a dirt trail inside a heavily wooded area.,a man riding a bike [SEP]
A man in a green t-shirts holds his sneakers while walking alone down a beach.,a man walking on the beach [SEP]
A drag race car being worked on by 3 people on a track,a red and white car [SEP]
Two men wearing earmuffs inspect a racing car's engine on an asphalt track.,a man fixing a car [SEP]
Three girls wearing goggles are jumping into a swimming pool together.,a woman jumping into a pool with a man in the background [SEP]
A man on inline skates does a trick on a cracked concrete ramp.,a man on a skateboard [SEP]
A woman in a striped shirt and sunglasses is sitting on a bike.,a woman on a bike [SEP]
"A woman is propping her leg up revealing cleavage, a great tatoo, and some kicking boots.",a woman sitting on a bench with a cup [SEP]
A man in a sleeveless brown shirt and khaki shorts sews on a piece of cloth covering a ramshackle shade structure.,a man standing on a boat [SEP]
Four different men sitting outside on cement steps in front of a building.,a group of people sitting on the steps [SEP]
"A bulldozer works to demolish a decrepit building; in the background, another brick building waits for its demise, its face covered with a grid of blackened window-holes.",demolition of the old building [SEP]
A woman on the uneven bars doing a gymnastics exercise while people are watch her out of focus.,a person on a balance beam in a stadium [SEP]
Elderly woman with green sweater picking out produce in outdoor market.,a woman standing at a table with a bunch of vegetables [SEP]
Two middle-aged Asian men with mustaches working with animal hides in a shop.,a man working in a workshop [SEP]
An older woman looks at the camera while young children play with many kinds of toys around the room in the background.,a woman sitting on the floor [SEP]
A little girl is sleeping with a book on her chest next to a doll.,a little girl laying on a bed [SEP]
A woman with a blue shirt is putting something in her mouth.,a woman sitting on a bench [SEP]
A person dressed in brown and gray walks down a long street lined with yellow-walled buildings with tiled roofs.,a man walking down a narrow street in a small town [SEP]
"A woman pounding something with a rock, with a guinea pig in the background.",a woman in a red dress and hat sitting on a rock [SEP]
"An African woman in long, flowing garb, with a baby on her back, is working in a dry field with trees far off in the distance.",a woman standing in a field with a shovel [SEP]
Young male in a white karate outfit with a blue belt wrapped around his waist performs karate moves in front of the judges of the competition.,a man in a white karate suit [SEP]
"Blond man crossing street, in white shirt and red t-shirt, carrying a white bag.",a man riding a horse drawn cart down a street [SEP]
An elderly man dressed in a red and blue plaid shirt and brown camouflage cap is watching an event while eating a snack from a plastic bag on his lap.,a woman sitting in a chair [SEP]
"A woman in a white shirt stands behind a counter, in the kitchen of an empty restaurant with brick walls.",a brick wall [SEP]
A worker in a safety vest and hat is unloading equipment from the back of a truck.,a man is fixing a bus [SEP]
Two children looking at horses through a small fence.,a horse and a child [SEP]
A blond man in a tan colored shirt is leaning against the window on the inside of a building with a fish like design on the windows.,a window with a reflection [SEP]
"A woman in a pink overcoat is looking surprised while talking to someone in a purple coat, on the streets in front of Vitamin Shoppe.",a woman in a pink coat [SEP]
"Two males in cowboy hats, one a young man in a dark blue shirt and the other, an adolescent in a light pink shirt, are preparing for something in a ranch or fair setting.",a man wearing a cowboy hat [SEP]
A red vehicle is being reflected in a store window while two casually dressed middle-aged men walk and converse.,a man wearing a hat [SEP]
"Two children and a woman are sitting on a sofa, one of the children has a camera.",a woman and child sitting under a table [SEP]
A woman in a red shirt and white skirt playing tennis with a blue racket.,a woman playing tennis [SEP]
A man in a black jacket and pants stands in a strange green structure with his arms out.,a man standing in a green truck [SEP]
"A man smiles, while clinking ale bottles, with an unseen person, at a public establishment.",a man holding a beer bottle [SEP]
"A many in an orange t-shirt, tan shorts and tan and black baseball cap is moving a tall metal cart with sheets of pretzels that is surrounded by similar carts.",a man is standing in front of a truck with a bunch of donuts [SEP]
A man playing an acoustic guitar and singing with a group of people behind him including a woman who is singing along.,a man playing a guitar [SEP]
A number of people are doing a synchronized martial arts performance in the street.,a group of people [SEP]
A person with a backpack stands on a rocky bank beside a body of water.,a large body of water [SEP]
A policeman is leaning in picked up front to all of the bus as he looks at an old lady passenger getting off he makes a fish face pout,a woman wearing a hat [SEP]
Two law enforcement officers standing near one another with an open air market in the background.,a group of police officers [SEP]
Two people with their hands expressively out towards a sporting event's field.,a couple watching a soccer game [SEP]
Military men in blue and red suits stand in the street.,a group of men in uniform [SEP]
A woman with long hair is meditating on a beach.,a woman sitting on a surfboard [SEP]
"Two musicians are entertaining people in a city park, the flute player is wearing a blue feather boa.",a crowd of people [SEP]
A man in a striped blue shirt and a balloon hat is making other balloon animals,man wearing a hat [SEP]
Two men are barbecuing their food while another prepares the meat.,a group of men cooking [SEP]
Two men talking and observing fruit that's on show and for sale at an open fruit market while another woman is also observing the wares.,a man standing in a market [SEP]
A lady in a bikini is pouring a drink into a red cup for a man who is wearing trunks and sunglasses.,a man and woman sitting on a beach chair [SEP]
"A boy in sunglasses, a blue, hooded, zipped up sweater and brown shorts is running from a camp of tents.",a boy wearing a blue sweatshirt [SEP]
A middle-aged man is using a hammer and metal spike and splitting a log.,man wearing a vest [SEP]
A man sits alone with gloves on at a red table that holds a keyboard and many accessories on top of it.,man sitting at a desk [SEP]
Two men are sitting in white chairs next to a blue door.,a man sitting on a chair [SEP]
A young woman dressed up gothic lolita style for a convention event.,a woman wearing a pirate costume [SEP]
Man in red and white soccer uniform stands on the field boundary lines with yellow and blue soccer ball.,a soccer field [SEP]
A lone person jumping through the air from one snowy mountain to another.,a snowboarder in the air [SEP]
A group of people run a race or marathon while a crowd of people watch.,a crowd of people [SEP]
There are two men and one female sitting down and looking at their laptops in front of a window.,people sitting at a bar [SEP]
A DJ with one hand on his headphones and one hand on his turntable.,a man with a white shirt [SEP]
The man carries ears of corn in his arms while out in the corn field.,a man standing in a field of corn [SEP]
This is a view through a ribbed glass ceiling looking down on a bunch of people eating in a cafeteria setting.,a large group of people sitting in a lecture hall [SEP]
A woman in a pink sweatshirts holds a bouquet of balloons while sitting on a folding chair.,a group of people sitting in chairs [SEP]
"A cat observing two little rabbits in a box of hay inside an wire enclosure, while a woman in a white sweater looks on.",a woman sitting on the floor [SEP]
A woman sits at a restaurant with her back against a brick wall.,a woman sitting in a restaurant [SEP]
Three young women face each other while sitting on red plush chairs.,a group of people sitting in a lobby [SEP]
A lady walking in a alleyway of what appears to be a third world country.,a woman walking down a street [SEP]
These children are gathered together writing notes related to a field trip.,a group of kids sitting on steps [SEP]
A brown dog is shown standing in the water near a muddy beach.,a dog is wadi in the water [SEP]
Three dogs in different shades of brown and white biting and licking each other.,two dogs playing in a field [SEP]
A young boy in a red shirt is wearing a helmet while sitting on a motorcycle.,a young boy wearing a helmet [SEP]
People are gathered around the table filled with food.,a group of people sitting around a table eating [SEP]
"A person, dressed as ""Santa Claus"", is wearing a red coat and standing in a crowded room of people while a few people take pictures.",a group of people [SEP]
"Group of people outside, holding a banner with blue text on it.",a group of people holding a banner [SEP]
A woman wearing plaid pants rides a motorcycle down the road with a pillow and plant secured to the backseat.,a man riding a motorcycle [SEP]
For people in black pants and white martial arts shirts with belts hold a pose with both arms raised while three casually dressed me look on from a door on the left.,a group of people doing karate in a gym [SEP]
A man and woman perform a martial arts demonstration with practice katanas in front of an audience in an outside park like environment.,a man in a black shirt [SEP]
A police officer walking out of his parked vehicle and about the approach a yellow vehicle.,a tree with green leaves [SEP]
A girl wearing glasses is in a blue harness while rock climbing.,a woman climbing on a rock [SEP]
A man works on his car as he tries to keep warm with his hat and sweatshirt.,a man fixing a car [SEP]
One white man and one african american man sitting at a long table that has colored note cards spread out on it.,a group of people sitting around a table [SEP]
A man in a brown shirt and glasses plays a guitar and sings into a microphone.,man playing guitar [SEP]
"A man sits at a restaurant table reading a newspaper, with another man seated at the table next to him.",a couple of people sitting at a table in a restaurant [SEP]
Two women in shorts are running on the beach next to the water.,a couple of people walking on a beach [SEP]
Three construction workers in orange vests speak to one another in front of railroad tracks.,a group of men standing on a train track [SEP]
A man in a puffy black coat stands near a tree trunk while a woman in a white scarf stands next to him with her head slightly bowed.,a group of people walking down a street [SEP]
A little boy and two older kids are playing on gym equipment in a park with benches and trees.,a boy on a playground [SEP]
A young girl in a blue skirt is propping herself up on bars of a metal structure outside.,a girl sitting on a bench [SEP]
A group of five dark-skinned people sitting at what looks to be a farmer's market right behind a fruit that is green and spiky.,a pile of durian [SEP]
An asian long-haired man wearing a yellow hat &amp; long-sleeved shirt talking on a microphone,a man wearing a yellow hat [SEP]
The dog is concerned with a purple object lying in an uncut field.,a dog laying in the grass [SEP]
A guy in all black and boots is kicking in the air with an arid landscape in the background.,a man jumping in the air [SEP]
A lady with a white tank top holds a blue yard style cocktail cup with her black tank topped phone holding a phone.,a woman with a cell [SEP]
A kid in a red and black coat is laying on his back in the snow with his arm in the air and a red sled is next to him.,a red snowboard [SEP]
There are several dogs in the field where the girl with the ponytail is sitting down.,a woman sitting on the grass [SEP]
A man wearing an orange suit with his face painted white is holding a guitar above his shoulder.,a man on a stage [SEP]
An African women is standing in front of a hut along with what appears to be a makeshift well.,a woman standing in front of a hut [SEP]
A woman in a fiery red dress and a man in a suit dance seductively together.,a couple dancing on stage [SEP]
"Three dogs running in grass, one carrying a tennis ball in mouth.",a dog chasing a frurd dog [SEP]
"An old man with a long white beard, glasses, and a hat is sitting on a park bench.",a man sitting on a bench [SEP]
Appears to be an African tribe or family posing for a picture in the grasslands with a dog in the corner.,a group of people [SEP]
A little girl is standing outside ready to brush the black goat's coat.,a little girl petting a goat [SEP]
"A group of people eats in yellow chairs at a restaurant, with many fans and lights on the ceiling.",a group of people sitting at a table [SEP]
"A blond, fair-skinned baby in a pink top and bib sits in a highchair and eats a biscuit.",a baby eating a sandwich in a high chair [SEP]
